id	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
TSPAN17	6	0.25425	0.10667	0.27369	7968	3	-0.16889	0.68501	0.91181	1	14547	1	-0.16889
TSPAN18	6	0.58381	0.3378	0.516169	13408	1	0.064622	0.082858	0.40004	1	3972	2	0.064622
TSPAN19	6	0.94017	0.75181	0.825472	18788	0	0.22403	0.012398	0.12617	1	1020	3	0.22403
TSPAN2	6	0.58629	0.34218	0.519232	13453	2	-0.075904	0.38135	0.76994	1	10408	2	-0.075904
TSPAN3	6	0.0019348	6.87E-02	0.002169	644	5	-0.43094	0.89147	0.97642	1	17716	0	-0.43094
TSPAN31	6	0.91697	0.69212	0.784813	18189	0	0.070285	0.20615	0.62832	1	7321	2	0.070285
TSPAN32	6	0.1691	0.053439	0.185581	5949	3	-0.0035758	0.2829	0.71361	1	8886	2	-0.0035758
TSPAN33	6	0.47516	0.24086	0.425315	11600	2	-0.083482	0.39209	0.7751	1	10572	2	-0.083482
TSPAN4	6	0.024529	0.0026174	0.028665	1878	3	-0.084139	0.25099	0.69083	1	8378	2	-0.084139
TSPAN5	6	0.067662	0.010452	0.062819	3476	4	-0.27489	0.98393	0.99852	1	19821	0	-0.27489
TSPAN6	6	0.53519	0.29339	0.478214	12563	1	0.068449	0.50318	0.85206	1	12388	2	0.068449
TSPAN7	6	0.11037	0.028285	0.12713	4576	3	-0.25377	0.92121	0.98577	1	18360	0	-0.25377
TSPAN8	6	0.2657	0.11222	0.278239	8258	2	-0.15478	0.026454	0.1942	1	1719	2	-0.15478
TSPAN9	6	0.042341	0.0058041	0.046126	2573	2	0.087014	0.27654	0.71305	1	8778	2	0.087014
TSPEAR	6	0.29461	0.12671	0.298336	8716	2	-0.023189	0.23972	0.68193	1	8217	1	-0.023189
TSPO	6	0.11895	0.033907	0.144821	4765	2	0.036503	0.091695	0.41868	1	4239	2	0.036503
TSPO2	6	0.081496	0.01999	0.106109	3887	3	-0.063336	0.36752	0.76406	1	10179	2	-0.063336
TSPY2	3	0.43847	0.20207	0.392678	11007	1	0.17593	0.026594	0.14231	1	1724	2	0.17593
TSPY3	1	0.71651	0.57423	0.708075	14755	0	0.12476	0.28349	0.42577	1	8900	1	0.12476
TSPY8	1	0.88031	0.81191	0.86585	17322	0	0.35107	0.11969	0.18809	1	5000	1	0.35107
TSPYL1	6	0.95377	0.78535	0.84547	19151	0	0.017968	0.15025	0.54004	1	5803	2	0.017968
TSPYL2	6	0.93762	0.7499	0.825472	18717	0	0.18355	0.16474	0.56502	1	6204	3	0.18355
TSPYL4	6	0.040551	0.0054414	0.044022	2508	3	-0.081757	0.67381	0.91041	1	14416	1	-0.081757
TSPYL5	6	0.95401	0.78535	0.84547	19155	0	0.36266	0.00026209	0.0067444	1	108	5	0.36266
TSPYL6	6	0.23343	0.094739	0.258006	7452	3	-0.10651	0.96611	0.99598	1	19370	0	-0.10651
TSR1	6	0.0088252	0.00064934	0.011035	1212	5	-0.53361	0.90109	0.979	1	17926	0	-0.53361
TSR2	6	0.00108	2.82E-01	0.001079	535	4	-0.98523	0.97406	0.99716	1	19554	0	-0.98523
TSR3	6	0.18334	0.057213	0.187495	6300	2	-0.017269	0.47997	0.83675	1	12010	2	-0.017269
TSSC1	6	0.023502	0.0024718	0.027541	1847	4	-0.29384	0.16347	0.56502	1	6166	2	-0.29384
TSSC4	6	0.20968	0.080142	0.235779	6891	3	-0.10568	0.32672	0.74056	1	9582	2	-0.10568
TSSK1B	6	0.84065	0.54932	0.687435	16508	1	0.14011	0.12725	0.50313	1	5203	3	0.14011
TSSK2	6	0.81162	0.52016	0.669893	16015	1	-0.075151	0.96655	0.99598	1	19382	0	-0.075151
TSSK3	6	0.58255	0.3378	0.516169	13384	2	0.043298	0.23211	0.67042	1	8001	2	0.043298
TSSK4	6	0.26983	0.11702	0.287484	8320	2	0.041873	0.56275	0.88777	1	13363	1	0.041873
TSSK6	6	0.97576	0.88612	0.923778	19729	0	0.24508	0.018704	0.15785	1	1342	4	0.24508
TST	6	0.25209	0.10524	0.271639	7914	1	0.11433	0.23364	0.67245	1	8047	3	0.11433
TSTA3	6	0.13139	0.036512	0.148469	5069	3	-0.080627	0.19209	0.60631	1	6941	2	-0.080627
TSTD1	6	0.27117	0.11702	0.287484	8342	2	-0.037385	0.56482	0.88812	1	13374	1	-0.037385
TSTD2	6	0.32266	0.13999	0.315631	9176	2	-0.135	0.15843	0.56013	1	6021	2	-0.135
TSTD3	6	0.86497	0.5932	0.72139	16989	1	0.10008	0.068526	0.37843	1	3579	3	0.10008
TTBK1	6	0.95071	0.77686	0.840525	19058	0	0.15351	0.16524	0.56502	1	6215	3	0.15351
TTBK2	6	0.46148	0.23534	0.422625	11383	1	0.025755	0.48461	0.83888	1	12093	2	0.025755
TTC1	6	0.0026535	0.00011405	0.003307	710	3	-0.22107	0.39037	0.7738	1	10546	2	-0.22107
TTC12	6	0.22095	0.08191	0.236227	7156	2	0.16639	0.01865	0.1569	1	1338	3	0.16639
TTC13	6	0.90371	0.6665	0.768308	17873	0	0.033855	0.4025	0.78205	1	10738	2	0.033855
TTC14	6	0.25273	0.10524	0.271639	7929	3	-0.080052	0.53902	0.87288	1	12983	1	-0.080052
TTC16	6	0.51394	0.26486	0.445173	12216	1	-0.036406	0.93884	0.9906	1	18720	0	-0.036406
TTC17	6	0.87295	0.60769	0.729575	17152	1	-0.038642	0.27468	0.71079	1	8744	1	-0.038642
TTC18	6	0.96029	0.80754	0.861588	19313	0	0.18165	0.033571	0.22936	1	2062	4	0.18165
TTC19	6	0.51271	0.26486	0.445173	12200	2	-0.11201	0.46434	0.82539	1	11763	2	-0.11201
TTC21A	6	0.24672	0.10335	0.27011	7779	2	0.014676	0.92997	0.98848	1	18535	0	0.014676
TTC21B	6	0.1752	0.056328	0.187495	6096	3	-0.1671	0.33461	0.74674	1	9696	1	-0.1671
TTC22	6	0.064893	0.010058	0.06159	3378	2	-0.026427	0.47753	0.83478	1	11981	2	-0.026427
TTC23	6	0.030594	0.0039759	0.038413	2135	4	-0.3549	0.064049	0.37198	1	3436	1	-0.3549
TTC23L	6	0.044789	0.0060264	0.046472	2667	3	-0.12415	0.82049	0.94692	1	16324	1	-0.12415
TTC24	6	0.42218	0.20699	0.393747	10768	2	0.014237	0.93816	0.99021	1	18707	0	0.014237
TTC25	6	0.17876	0.056771	0.187495	6183	3	-0.14882	0.47907	0.83611	1	12000	2	-0.14882
TTC26	6	0.78176	0.49106	0.649647	15567	1	0.077469	0.8584	0.96166	1	17024	1	0.077469
TTC27	6	0.042782	0.0058046	0.046126	2590	3	-0.25393	0.52512	0.86664	1	12758	1	-0.25393
TTC28	6	0.26033	0.10944	0.274691	8136	2	-0.11353	0.27268	0.70997	1	8714	1	-0.11353
TTC29	6	0.84646	0.5546	0.689506	16630	1	0.023743	0.29974	0.7243	1	9171	2	0.023743
TTC3	6	0.89706	0.64932	0.756935	17723	0	0.15961	0.04148	0.26473	1	2416	3	0.15961
TTC30A	6	0.097561	0.024758	0.120142	4258	1	0.0065475	0.50017	0.84811	1	12350	2	0.0065475
TTC30B	6	0.82407	0.53342	0.678497	16208	1	0.16518	0.068489	0.37843	1	3578	3	0.16518
TTC31	6	0.36841	0.16543	0.342425	9916	2	0.089701	0.17738	0.58174	1	6552	3	0.089701
TTC32	6	0.33526	0.14638	0.323082	9365	2	0.012006	0.12901	0.50626	1	5247	2	0.012006
TTC33	6	0.81567	0.52284	0.670949	16079	1	0.0177	0.12962	0.507	1	5262	2	0.0177
TTC34	6	0.86673	0.59715	0.72139	17031	1	0.083807	0.15985	0.56167	1	6062	3	0.083807
TTC36	6	0.44777	0.2196	0.404427	11158	2	-0.14966	0.7289	0.92176	1	15046	1	-0.14966
TTC37	6	0.044556	0.0059632	0.046472	2660	3	-0.22346	0.94178	0.99131	1	18783	0	-0.22346
TTC38	6	0.45853	0.22748	0.411883	11334	1	-0.0042379	0.88881	0.97411	1	17668	0	-0.0042379
TTC39A	6	0.89906	0.65426	0.761059	17765	0	0.076981	0.16064	0.56347	1	6083	3	0.076981
TTC39B	6	0.52009	0.27234	0.453854	12305	1	0.1019	0.3656	0.76209	1	10155	2	0.1019
TTC39C	6	0.447	0.2196	0.404427	11144	2	0.11853	0.066014	0.37585	1	3500	2	0.11853
TTC4	6	0.47178	0.23944	0.423869	11543	1	-0.082017	0.77965	0.93319	1	15705	1	-0.082017
TTC40	6	0.78491	0.49895	0.654821	15606	1	-0.042558	0.81893	0.94656	1	16300	1	-0.042558
TTC5	6	0.55515	0.31397	0.498271	12905	2	-0.085831	0.6761	0.91075	1	14446	1	-0.085831
TTC7A	6	0.11306	0.03331	0.144821	4631	3	-0.13187	0.95311	0.99324	1	19070	0	-0.13187
TTC7B	6	0.0014665	4.41E-01	0.001533	592	5	-0.47464	0.9472	0.99232	1	18925	0	-0.47464
TTC8	6	0.21087	0.080142	0.235779	6923	2	0.10535	0.39877	0.78083	1	10676	2	0.10535
TTC9	6	0.087414	0.021984	0.112728	4029	2	-0.0015413	0.55318	0.8825	1	13217	2	-0.0015413
TTC9B	6	0.34452	0.15695	0.339878	9530	2	0.043722	0.52547	0.86664	1	12765	2	0.043722
TTC9C	6	0.21271	0.080143	0.235779	6962	3	-0.088138	0.59552	0.89188	1	13648	1	-0.088138
TTF1	6	0.0011964	3.21E-01	0.001195	548	5	-0.76595	0.98017	0.99797	1	19712	0	-0.76595
TTF2	6	0.99974	0.99687	0.998772	20492	0	0.57906	1.62E-01	0.00039665	0.156607	52	6	0.57906
TTI1	6	0.0077653	0.00045018	0.008138	1139	2	-0.08562	0.58186	0.89084	1	13536	1	-0.08562
TTI2	6	0.0031186	0.00014443	0.003844	762	4	-0.48376	0.56082	0.88603	1	13343	2	-0.48376
TTK	6	0.21099	0.080142	0.235779	6925	3	-0.10799	0.050729	0.31465	1	2839	2	-0.10799
TTL	6	0.89105	0.6314	0.7428	17580	0	0.065626	0.19717	0.61579	1	7079	3	0.065626
TTLL1	6	0.39822	0.18921	0.372852	10392	1	-0.020097	0.14551	0.52962	1	5688	1	-0.020097
TTLL10	6	0.22681	0.088501	0.249659	7294	2	0.061624	0.44068	0.81199	1	11336	1	0.061624
TTLL11	6	0.38498	0.17504	0.353506	10174	1	0.082014	0.37874	0.76926	1	10374	2	0.082014
TTLL12	6	0.24839	0.10336	0.27011	7820	2	0.06065	0.039497	0.25905	1	2332	2	0.06065
TTLL2	6	0.36816	0.16543	0.342425	9912	1	-0.046346	0.93725	0.99009	1	18685	0	-0.046346
TTLL3	5	0.16135	0.055114	0.187495	5773	2	-0.031303	0.96375	0.99462	1	19316	0	-0.031303
TTLL4	6	0.99704	0.97197	0.979554	20388	0	0.22491	0.077022	0.39268	1	3814	3	0.22491
TTLL5	6	0.77175	0.48039	0.641655	15417	1	-0.054201	0.13801	0.51673	1	5484	1	-0.054201
TTLL6	6	0.96297	0.82291	0.875012	19379	0	0.031126	0.80579	0.9424	1	16088	1	0.031126
TTLL7	6	0.65989	0.37717	0.546408	14169	1	0.24135	0.057583	0.34056	1	3140	4	0.24135
TTLL9	6	0.92864	0.72834	0.811507	18496	0	0.26333	0.027959	0.20233	1	1785	3	0.26333
TTN	6	0.52847	0.2904	0.476137	12446	2	-0.018811	0.40009	0.78145	1	10696	2	-0.018811
TTPA	6	0.8993	0.6555	0.762407	17770	0	0.038703	0.2231	0.65298	1	7772	2	0.038703
TTPAL	6	0.77226	0.48308	0.643289	15427	1	-0.10623	0.77349	0.93086	1	15620	1	-0.10623
TTR	6	0.052819	0.0072788	0.050661	2953	4	-0.23051	0.99728	0.99992	1	20280	0	-0.23051
TTYH1	6	0.454	0.22418	0.409385	11267	2	0.10853	0.05586	0.33116	1	3072	1	0.10853
TTYH2	6	0.34593	0.15932	0.342425	9557	2	0.18547	0.014613	0.13403	1	1142	4	0.18547
TTYH3	6	0.21804	0.081399	0.235779	7094	2	-0.11254	0.83525	0.95179	1	16553	1	-0.11254
TUB	6	0.1885	0.062856	0.201988	6423	2	0.053376	0.15791	0.55812	1	6005	2	0.053376
TUBA1A	6	0.37063	0.16543	0.342425	9942	1	0.050075	0.30348	0.7292	1	9221	1	0.050075
TUBA1B	5	0.10221	0.02788	0.126609	4375	3	-0.3785	0.94825	0.99146	1	18952	0	-0.3785
TUBA1C	6	0.91799	0.69879	0.791028	18220	0	-0.050253	0.46915	0.82886	1	11841	1	-0.050253
TUBA3C	6	0.25723	0.10806	0.274506	8057	2	-0.043793	0.91685	0.98409	1	18273	0	-0.043793
TUBA3D	6	0.67732	0.39025	0.559035	14352	1	0.13976	0.56215	0.88743	1	13360	1	0.13976
TUBA3E	6	0.64157	0.36128	0.53065	14000	1	0.023865	0.45431	0.82257	1	11586	2	0.023865
TUBA4A	6	0.98058	0.8997	0.931274	19854	0	0.13274	0.39644	0.77831	1	10644	2	0.13274
TUBA8	6	0.028424	0.003551	0.035551	2034	2	-0.068455	0.95323	0.99333	1	19072	0	-0.068455
TUBAL3	6	0.23372	0.094739	0.258006	7463	1	0.092866	0.08663	0.41174	1	4087	2	0.092866
TUBB	6	8.85E-02	2.41E-03	3.2e-05	104	6	-0.74103	0.99932	0.99999	1	20411	0	-0.74103
TUBB1	6	0.47318	0.23944	0.423869	11570	2	0.030764	0.14507	0.52812	1	5678	1	0.030764
TUBB2A	6	0.90499	0.6665	0.768308	17900	0	0.10951	0.16857	0.56726	1	6319	3	0.10951
TUBB2B	6	0.83411	0.54141	0.682742	16374	1	0.077465	0.19148	0.60631	1	6926	2	0.077465
TUBB3	6	0.78592	0.49895	0.654821	15621	1	-0.061081	0.90561	0.98038	1	18035	0	-0.061081
TUBB4A	6	0.94445	0.76279	0.832403	18895	0	0.15051	0.089618	0.41736	1	4180	3	0.15051
TUBB4B	6	0.00095139	2.68E-01	0.001071	506	4	-0.42425	0.71999	0.91972	1	14935	1	-0.42425
TUBB6	6	0.99224	0.9481	0.963587	20221	0	0.14343	0.019728	0.16018	1	1399	3	0.14343
TUBB8	6	0.094381	0.023212	0.115334	4188	3	-0.18441	0.82468	0.94797	1	16387	1	-0.18441
TUBD1	6	0.14212	0.04381	0.168751	5335	2	-0.11418	0.40547	0.78267	1	10782	2	-0.11418
TUBE1	6	0.022719	0.0021906	0.02507	1815	4	-0.25545	0.9467	0.99212	1	18913	0	-0.25545
TUBG1	5	0.00023854	6.51E-02	0.000364	322	5	-0.98474	0.99895	0.99997	1	20378	0	-0.98474
TUBG2	5	0.65911	0.37502	0.544835	14160	1	-0.061571	0.45213	0.8097	1	11552	1	-0.061571
TUBGCP2	6	0.49915	0.25738	0.441095	11963	2	-0.034516	0.22535	0.66114	1	7838	2	-0.034516
TUBGCP3	6	0.011031	0.00086346	0.013081	1354	3	-0.2097	0.403	0.78267	1	10747	2	-0.2097
TUBGCP4	6	0.0024878	8.90E-01	0.002644	698	3	-0.21468	0.97168	0.9967	1	19501	0	-0.21468
TUBGCP5	6	1.41E-01	2.41E-03	3.2e-05	125	5	-0.60537	0.99222	0.99951	1	20062	0	-0.60537
TUBGCP6	6	0.0044399	0.00020712	0.004795	883	2	0.2395	0.061079	0.35529	1	3305	4	0.2395
TUFM	6	0.82352	0.53342	0.678497	16203	1	0.022364	0.26585	0.70546	1	8606	2	0.022364
TUFT1	6	0.12426	0.035028	0.146322	4893	1	0.11142	0.2573	0.69727	1	8479	1	0.11142
TULP1	6	0.37875	0.17381	0.353506	10072	2	0.12084	0.16611	0.56502	1	6241	3	0.12084
TULP2	6	0.18089	0.056771	0.187495	6242	1	-0.012857	0.85475	0.96045	1	16934	1	-0.012857
TULP3	6	0.48547	0.24685	0.428586	11756	2	0.07114	0.4518	0.82073	1	11545	2	0.07114
TULP4	6	0.65489	0.3666	0.534223	14126	1	0.0097702	0.26905	0.70768	1	8656	1	0.0097702
TUSC1	6	0.37103	0.16543	0.342425	9950	2	-0.1442	0.96925	0.99632	1	19449	0	-0.1442
TUSC2	6	0.76563	0.47779	0.639564	15336	1	0.052588	0.44233	0.81255	1	11373	2	0.052588
TUSC3	6	0.50983	0.26341	0.444663	12149	2	-0.10185	0.97378	0.99716	1	19548	0	-0.10185
TUSC5	6	0.36608	0.16543	0.342425	9881	2	0.097424	0.37892	0.76926	1	10376	2	0.097424
TUT1	6	0.063007	0.0096958	0.06073	3312	3	-0.32323	0.034366	0.23654	1	2092	2	-0.32323
TVP23A	6	0.27734	0.12024	0.291191	8447	1	0.20745	0.032413	0.2232	1	2010	3	0.20745
TVP23B	4	0.89404	0.69565	0.78821	17641	0	0.060801	0.4429	0.73679	1	11383	1	0.060801
TWF1	6	0.90319	0.6665	0.768308	17859	0	-0.11682	0.47678	0.83478	1	11966	1	-0.11682
TWF2	6	0.89642	0.64424	0.752172	17702	0	0.033687	0.51403	0.85721	1	12556	2	0.033687
TWIST1	6	0.45664	0.22748	0.411883	11302	1	0.10249	0.81015	0.94417	1	16156	1	0.10249
TWIST2	6	0.42569	0.20699	0.393747	10812	1	-0.0075257	0.27892	0.71305	1	8824	2	-0.0075257
TWISTNB	6	0.55515	0.3154	0.5005	12906	1	0.017185	0.7381	0.92379	1	15162	1	0.017185
TWSG1	6	0.86107	0.58394	0.713874	16912	1	0.17101	0.061972	0.3602	1	3340	4	0.17101
TXK	6	0.76638	0.47779	0.639564	15343	1	0.0047295	0.2303	0.66845	1	7956	2	0.0047295
TXLNA	6	0.066814	0.010305	0.062266	3442	4	-0.19508	0.93967	0.99091	1	18734	0	-0.19508
TXLNB	6	0.99896	0.9888	0.992863	20455	0	0.30901	0.0041064	0.054864	1	471	4	0.30901
TXLNG	6	0.93961	0.75181	0.825472	18772	0	0.044906	0.41178	0.78709	1	10871	2	0.044906
TXN	6	0.039698	0.0053807	0.044022	2468	3	-0.29906	0.65156	0.90284	1	14184	1	-0.29906
TXN2	6	0.058956	0.0085857	0.056048	3172	2	0.084277	0.25233	0.6923	1	8402	2	0.084277
TXNDC11	6	0.78202	0.49106	0.649647	15572	1	0.0092719	0.012304	0.12543	1	1014	2	0.0092719
TXNDC12	6	0.90274	0.6665	0.768308	17850	0	0.18031	0.024268	0.18176	1	1614	4	0.18031
TXNDC15	6	0.0060564	0.00032769	0.006593	1024	5	-0.42228	0.99772	0.99993	1	20301	0	-0.42228
TXNDC16	6	0.49354	0.25145	0.433206	11890	1	0.12728	0.078297	0.39601	1	3847	3	0.12728
TXNDC17	6	0.034219	0.0044258	0.040064	2275	3	-0.14555	0.34573	0.75241	1	9853	2	-0.14555
TXNDC2	6	0.55324	0.31124	0.494851	12870	2	0.27311	0.047056	0.29896	1	2670	3	0.27311
TXNDC5	6	0.98445	0.91529	0.941332	19982	0	0.15106	0.099076	0.4438	1	4439	3	0.15106
TXNDC8	6	0.25592	0.10732	0.27369	8013	2	0.0045339	0.46842	0.82832	1	11829	1	0.0045339
TXNDC9	6	0.88615	0.62352	0.73801	17462	1	0.058534	0.87991	0.97048	1	17483	0	0.058534
TXNIP	6	0.87947	0.61301	0.7319	17293	1	0.10632	0.057277	0.34056	1	3126	2	0.10632
TXNL1	6	0.49429	0.25145	0.433206	11902	2	-0.025213	0.84919	0.95788	1	16826	1	-0.025213
TXNL4A	6	0.1516	0.048292	0.17852	5557	3	-0.28825	0.75011	0.92713	1	15324	1	-0.28825
TXNL4B	6	0.054265	0.0074664	0.05122	3009	4	-0.28722	0.95492	0.99396	1	19122	0	-0.28722
TXNRD1	6	0.82392	0.53342	0.678497	16205	1	-0.045042	0.94684	0.99223	1	18916	0	-0.045042
TXNRD2	6	0.49206	0.25145	0.433206	11865	2	0.16343	0.15003	0.54004	1	5797	3	0.16343
TXNRD3	6	0.20047	0.075757	0.232265	6687	2	0.15468	0.13656	0.51605	1	5446	3	0.15468
TXNRD3NB	6	0.58971	0.34918	0.522862	13528	1	0.095779	0.40421	0.78267	1	10764	2	0.095779
TYK2	6	0.096586	0.02422	0.118903	4237	2	0.027094	0.18873	0.5989	1	6862	3	0.027094
TYMP	6	0.66954	0.38504	0.553129	14273	1	0.093739	0.18873	0.5989	1	6863	3	0.093739
TYMS	6	0.0001575	3.13E-02	0.000227	282	4	-0.47722	0.9888	0.99916	1	19943	0	-0.47722
TYR	6	0.99046	0.93768	0.955503	20170	0	0.11566	0.533	0.8703	1	12886	2	0.11566
TYRO3	6	0.338	0.15233	0.333525	9414	2	0.20119	0.011774	0.12292	1	987	3	0.20119
TYROBP	6	0.49704	0.25283	0.434821	11932	2	0.1628	0.021308	0.16596	1	1479	4	0.1628
TYRP1	6	0.27727	0.12024	0.291191	8446	2	0.13735	0.24829	0.68793	1	8344	2	0.13735
TYSND1	6	0.19007	0.063271	0.202372	6461	2	0.095485	0.077631	0.39466	1	3832	3	0.095485
TYW1	6	0.47984	0.24229	0.425315	11668	2	-0.067406	0.89725	0.9778	1	17840	0	-0.067406
TYW1B	6	0.024753	0.0026179	0.028665	1888	4	-0.27778	0.18148	0.58744	1	6669	1	-0.27778
TYW3	6	0.9359	0.74611	0.823127	18660	0	0.056761	0.061063	0.35529	1	3304	1	0.056761
TYW5	6	0.086301	0.021984	0.112728	3995	2	0.0077434	0.1864	0.59378	1	6804	2	0.0077434
U2AF1	6	0.43242	0.21162	0.398612	10915	2	0.046792	0.27964	0.71305	1	8836	2	0.046792
U2AF1L4	6	0.17967	0.056771	0.187495	6208	1	0.076146	0.0084163	0.10075	1	781	2	0.076146
U2AF2	6	0.0044745	0.00020712	0.004795	886	5	-0.4529	0.80614	0.9424	1	16091	1	-0.4529
U2SURP	6	0.82427	0.53342	0.678497	16211	1	0.16006	0.15244	0.54482	1	5866	3	0.16006
UACA	6	0.27622	0.11859	0.288714	8425	2	0.056372	0.11521	0.47558	1	4881	3	0.056372
UAP1	6	0.2425	0.10277	0.27011	7673	3	-0.10756	0.29433	0.72094	1	9075	1	-0.10756
UAP1L1	6	0.30705	0.13511	0.311711	8922	2	0.16089	0.034577	0.23872	1	2103	4	0.16089
UBA1	6	0.11734	0.033907	0.144821	4723	2	-0.092595	0.37039	0.76541	1	10226	1	-0.092595
UBA2	6	0.15047	0.047684	0.177872	5530	3	-0.38975	0.63548	0.8998	1	13998	1	-0.38975
UBA3	6	0.00020356	4.58E-02	0.000295	309	3	-0.37325	0.41708	0.79212	1	10950	1	-0.37325
UBA5	6	0.032333	0.0041292	0.038413	2207	4	-0.26698	0.64788	0.9018	1	14128	1	-0.26698
UBA52	6	0.21506	0.081399	0.235779	7012	3	-0.32135	0.20993	0.63386	1	7422	1	-0.32135
UBA6	6	0.2125	0.080143	0.235779	6955	3	-0.072259	0.46854	0.82832	1	11834	2	-0.072259
UBA7	6	0.47003	0.23944	0.423869	11516	1	0.015535	0.43151	0.80391	1	11175	1	0.015535
UBAC1	6	0.15118	0.048292	0.17852	5546	3	-0.16992	0.99093	0.99934	1	20009	0	-0.16992
UBAC2	6	0.51247	0.26486	0.445173	12197	2	-0.10381	0.44362	0.8156	1	11393	1	-0.10381
UBALD1	6	0.73026	0.44594	0.615048	14919	1	-0.10519	0.94964	0.99273	1	18991	0	-0.10519
UBALD2	6	0.89387	0.64164	0.751786	17636	0	0.031842	0.19007	0.60427	1	6888	3	0.031842
UBAP1	6	0.19281	0.069096	0.218458	6517	3	-0.15424	0.54297	0.8779	1	13053	1	-0.15424
UBAP1L	6	0.23846	0.096592	0.261214	7582	2	-0.05928	0.89814	0.9778	1	17863	0	-0.05928
UBAP2	6	0.059105	0.0085857	0.056048	3176	4	-0.27307	0.52478	0.86623	1	12749	2	-0.27307
UBAP2L	6	0.46203	0.23534	0.422625	11392	1	0.069302	0.045683	0.29467	1	2610	2	0.069302
UBASH3A	6	0.20701	0.078598	0.235779	6832	2	-0.10162	0.5142	0.85721	1	12559	2	-0.10162
UBASH3B	6	0.078684	0.019645	0.105176	3816	3	-0.057622	0.27696	0.71305	1	8787	2	-0.057622
UBB	6	0.44248	0.21822	0.403261	11066	2	0.035757	0.51806	0.86075	1	12621	2	0.035757
UBC	6	0.1035	0.026809	0.124616	4406	3	-0.19519	0.76995	0.92951	1	15571	1	-0.19519
UBD	6	0.58662	0.34218	0.519232	13462	2	-0.10395	0.83911	0.95379	1	16631	1	-0.10395
UBE2A	6	0.88371	0.61829	0.734355	17406	1	0.17094	0.13854	0.51673	1	5494	3	0.17094
UBE2B	6	0.034986	0.0044851	0.040064	2299	4	-0.30527	0.46876	0.82886	1	11837	2	-0.30527
UBE2C	6	7.28E-01	1.21E-02	0.000106	223	5	-0.68017	0.53071	0.8696	1	12841	1	-0.68017
UBE2D1	6	0.99841	0.98391	0.98931	20430	0	0.22389	0.14487	0.52745	1	5671	3	0.22389
UBE2D2	6	0.038174	0.0053238	0.044022	2415	4	-0.29081	0.85982	0.96235	1	17056	1	-0.29081
UBE2D3	6	1.47E-02	2.41E-03	3.2e-05	59	4	-0.84207	0.9808	0.99804	1	19729	0	-0.84207
UBE2D4	6	0.069627	0.010981	0.064473	3561	4	-0.16895	0.21234	0.63889	1	7475	2	-0.16895
UBE2E1	6	0.042764	0.0058046	0.046126	2589	4	-0.20383	0.93264	0.98926	1	18594	0	-0.20383
UBE2E2	6	0.13193	0.037075	0.150406	5084	3	-0.17901	0.83225	0.95075	1	16501	1	-0.17901
UBE2E3	6	0.99283	0.95011	0.96463	20239	0	0.14201	0.013861	0.13223	1	1101	2	0.14201
UBE2F	6	0.0034634	0.0001642	0.004204	801	5	-0.46293	0.99427	0.99975	1	20160	0	-0.46293
UBE2G1	6	0.57734	0.33347	0.513887	13287	1	0.0085506	0.5266	0.86736	1	12782	1	0.0085506
UBE2G2	6	0.19861	0.075757	0.232265	6646	3	-0.13928	0.97005	0.99638	1	19469	0	-0.13928
UBE2H	6	0.019524	0.0020387	0.024796	1689	4	-0.34457	0.8188	0.94656	1	16298	1	-0.34457
UBE2I	6	0.034101	0.0044258	0.040064	2270	4	-0.45374	0.64579	0.9018	1	14105	1	-0.45374
UBE2J1	6	0.40127	0.19043	0.374465	10441	1	0.53633	0.00035848	0.0088413	1	132	5	0.53633
UBE2J2	6	0.0034205	0.00016372	0.004204	797	4	-0.36645	0.99114	0.99938	1	20022	0	-0.36645
UBE2K	6	0.0094514	0.00070239	0.011611	1254	3	-0.15579	0.9275	0.98787	1	18491	0	-0.15579
UBE2L3	6	2.97E-01	7.23E-03	7.9e-05	163	3	-0.44222	0.99357	0.99971	1	20121	0	-0.44222
UBE2L6	6	0.4112	0.20571	0.393747	10590	1	0.058582	0.10716	0.46353	1	4649	2	0.058582
UBE2M	6	3.84E-01	7.23E-03	7.9e-05	178	6	"-12,285"	0.99957	1	1	20434	0	"-12,285"
UBE2N	6	0.00035893	6.99E-02	0.000378	367	5	-0.92248	0.93191	0.98892	1	18577	0	-0.92248
UBE2NL	6	0.97313	0.8743	0.914804	19652	0	0.17525	0.059016	0.34808	1	3217	4	0.17525
UBE2O	6	0.1595	0.050539	0.18063	5728	1	0.23374	0.028511	0.20334	1	1821	4	0.23374
UBE2Q1	6	0.047417	0.0062468	0.046472	2754	2	-0.22921	0.89725	0.9778	1	17836	0	-0.22921
UBE2Q2	6	0.027509	0.0034483	0.035333	2000	4	-0.35313	0.71745	0.91972	1	14903	1	-0.35313
UBE2QL1	6	0.11734	0.033907	0.144821	4724	3	-0.14117	0.31607	0.73647	1	9425	1	-0.14117
UBE2R2	6	1	0.99996	1	20517	0	0.81593	3.59E-05	2.41E-03	0.000183	16	6	0.81593
UBE2S	6	5.04E-01	1.21E-02	0.000106	193	5	-0.65726	0.54064	0.87537	1	13015	1	-0.65726
UBE2T	6	0.010462	0.00081958	0.012804	1322	5	-0.25519	0.99192	0.99944	1	20048	0	-0.25519
