id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna
Sytl4	4	0.66123	0.79293	1	16020	2	0.45042	0.45006	1	9163	0
Col24a1	4	0.66151	0.79315	1	16021	1	0.5889	0.58862	1	11967	0
SGR000121453.1_XPR003.1	1	0.66196	0.66198	1	16022	0	0.33804	0.33826	1	6875	0
Ankle2	4	0.66339	0.7946	1	16023	1	0.68603	0.68598	1	13983	0
Sh2d7	4	0.66443	0.79543	1	16024	2	0.50144	0.50102	1	10170	0
Gid4	4	0.66446	0.79545	1	16025	2	0.68033	0.6803	1	13847	0
Pkd1l2	4	0.66449	0.79548	1	16026	2	0.38741	0.38692	1	7859	0
SGR000121463.1_XPR003.1	1	0.6647	0.66476	1	16027	0	0.3353	0.33543	1	6825	0
SGR000121998.1_XPR003.1	1	0.6647	0.66476	1	16028	0	0.3353	0.33543	1	6826	0
Dhrs11	4	0.66484	0.79577	1	16029	2	0.89918	0.8991	1	18456	0
Armcx3	4	0.66484	0.79577	1	16030	1	0.16208	0.17295	0.998973	3567	1
Lrrc3b	4	0.66484	0.79577	1	16031	1	0.82398	0.82387	1	16866	0
Pld1	4	0.66484	0.79577	1	16032	1	0.034153	0.061287	0.972836	1256	2
Fam3b	4	0.66484	0.79577	1	16033	1	0.053595	0.084165	0.975808	1738	1
P3h2	4	0.66484	0.79577	1	16034	2	0.209	0.21415	1	4395	1
Nfe2	4	0.66484	0.79577	1	16035	1	0.68873	0.68859	1	14027	0
Rasa2	4	0.66484	0.79577	1	16036	1	0.029812	0.053964	0.972836	1106	2
Gstcd	4	0.66484	0.79577	1	16037	1	0.43583	0.43547	1	8872	0
Prpf40a	4	0.66484	0.79577	1	16038	1	0.70051	0.70033	1	14276	0
Mr1	4	0.66484	0.79577	1	16039	1	0.51376	0.51325	1	10422	0
Tbx15	4	0.66484	0.79577	1	16040	1	0.033388	0.060002	0.972836	1235	2
Glt8d1	4	0.66484	0.79577	1	16041	1	0.19792	0.20425	1	4202	1
Sost	4	0.66484	0.79577	1	16042	1	0.3665	0.366	1	7445	0
Lypla2	4	0.66484	0.79577	1	16043	1	0.1163	0.13441	0.994266	2770	1
Vmn2r31	4	0.66484	0.79577	1	16044	1	0.75818	0.75802	1	15485	0
Mfn1	4	0.66484	0.79577	1	16045	1	0.82556	0.82543	1	16909	0
Parp10	4	0.66484	0.79577	1	16046	1	0.26668	0.2674	1	5474	1
Prss30	4	0.66484	0.79577	1	16047	1	0.7427	0.74256	1	15174	0
Dnajb8	4	0.66484	0.79577	1	16048	1	0.032041	0.057718	0.972836	1187	2
Cmtr1	4	0.66484	0.79577	1	16049	1	0.70954	0.70935	1	14465	0
Naa38	4	0.66484	0.79577	1	16050	1	0.44441	0.44409	1	9035	0
Fbln7	4	0.66484	0.79577	1	16051	1	0.70829	0.70813	1	14440	0
Mpp6	4	0.66484	0.79577	1	16052	1	0.30371	0.3032	1	6195	1
Olfr1496	4	0.66484	0.79577	1	16053	1	0.081128	0.10604	0.986944	2187	1
Fam46b	4	0.66484	0.79577	1	16054	1	0.30147	0.30099	1	6156	1
Higd1a	4	0.66484	0.79577	1	16055	1	0.048581	0.080172	0.972983	1656	1
Pdcd6	4	0.66484	0.79577	1	16056	1	0.58169	0.58132	1	11799	0
Prl2c1	4	0.66484	0.79577	1	16057	1	0.50477	0.50429	1	10237	0
Fam169a	4	0.66484	0.79577	1	16058	1	0.39171	0.39129	1	7952	0
Ufl1	4	0.66484	0.79577	1	16059	1	0.68691	0.68683	1	13993	0
Polr2f	4	0.66484	0.79577	1	16060	1	0.72047	0.72034	1	14701	0
Kansl2	4	0.66484	0.79577	1	16061	1	0.73258	0.73246	1	14942	0
Dusp1	4	0.66484	0.79577	1	16062	1	0.037658	0.067192	0.972836	1375	1
Tmem177	4	0.66484	0.79577	1	16063	1	0.031951	0.057563	0.972836	1185	2
Gm14137	4	0.66484	0.79577	1	16064	1	0.58239	0.58205	1	11815	0
Smim9	4	0.66484	0.79577	1	16065	1	0.64678	0.6467	1	13181	0
Syf2	4	0.66764	0.79802	1	16066	2	0.5636	0.56313	1	11428	0
Exosc2	4	0.66764	0.79802	1	16067	2	0.38319	0.38265	1	7771	0
Slfn9	4	0.66764	0.79802	1	16068	2	0.014982	0.028927	0.972836	573	2
Xcl1	4	0.66764	0.79802	1	16069	2	0.26092	0.26199	1	5356	1
Sdpr	4	0.66764	0.79802	1	16070	2	0.72047	0.72034	1	14694	0
Hmmr	4	0.66764	0.79802	1	16071	2	0.36797	0.36747	1	7478	0
Gm3139	4	0.66764	0.79802	1	16072	2	0.74425	0.74411	1	15207	0
Mtmr6	4	0.66764	0.79802	1	16073	2	0.57276	0.57226	1	11617	0
Npnt	4	0.66764	0.79802	1	16074	2	0.70355	0.70338	1	14336	0
Tsga10	4	0.66764	0.79802	1	16075	2	0.60394	0.60372	1	12298	0
Akirin2	4	0.66764	0.79802	1	16076	2	0.7296	0.72947	1	14889	0
Ssxb9	4	0.66764	0.79802	1	16077	2	0.29887	0.29845	1	6109	1
Prkar2b	4	0.66764	0.79802	1	16078	2	0.038257	0.068155	0.972836	1398	2
G6b	4	0.66764	0.79802	1	16079	2	0.44958	0.44925	1	9146	0
Skap1	4	0.66764	0.79802	1	16080	2	0.30683	0.30627	1	6259	1
Ctbs	4	0.66764	0.79802	1	16081	2	0.68274	0.6827	1	13898	0
Zfp185	4	0.66764	0.79802	1	16082	2	0.34581	0.34522	1	7042	0
Mlst8	4	0.66764	0.79802	1	16083	2	0.8647	0.86452	1	17694	0
Slc1a4	4	0.66764	0.79802	1	16084	2	0.30471	0.30419	1	6215	1
Mpc2	4	0.66764	0.79802	1	16085	2	0.31205	0.31161	1	6365	1
2900011O08Rik	4	0.66764	0.79802	1	16086	2	0.060862	0.089797	0.977076	1846	1
Plscr4	4	0.66764	0.79802	1	16087	2	0.8677	0.86749	1	17771	0
Tsc22d2	4	0.66764	0.79802	1	16088	2	0.66797	0.6679	1	13616	0
Vmn1r117	4	0.66764	0.79802	1	16089	2	0.79566	0.79551	1	16272	0
Pmm2	4	0.66764	0.79802	1	16090	2	0.72567	0.72557	1	14804	0
Zfp202	4	0.66764	0.79802	1	16091	2	0.26628	0.267	1	5468	1
Olfr138	4	0.66764	0.79802	1	16092	2	0.39457	0.39415	1	8014	0
Flrt2	4	0.66764	0.79802	1	16093	2	0.28799	0.28783	1	5903	1
Bhlhe40	4	0.66764	0.79802	1	16094	2	0.78661	0.78645	1	16054	0
Zfp36	4	0.66764	0.79802	1	16095	2	0.84007	0.83989	1	17210	0
Lrrtm1	4	0.66764	0.79802	1	16096	2	0.48828	0.48791	1	9910	0
Zfp541	4	0.66764	0.79802	1	16097	2	0.42661	0.42625	1	8679	0
Defb33	4	0.66764	0.79802	1	16098	2	0.65718	0.65711	1	13396	0
Gpr45	4	0.66764	0.79802	1	16099	2	0.33131	0.33074	1	6751	0
Zcchc5	4	0.66764	0.79802	1	16100	2	0.0056256	0.012596	0.972836	235	2
Gm4871	4	0.66764	0.79802	1	16101	2	0.50158	0.50116	1	10172	0
4930453N24Rik	4	0.66764	0.79802	1	16102	2	0.57428	0.57379	1	11645	0
Gdf3	4	0.66764	0.79802	1	16103	2	0.65501	0.65488	1	13353	0
Chst5	4	0.66764	0.79802	1	16104	2	0.72266	0.72252	1	14737	0
Rtp2	4	0.66764	0.79802	1	16105	2	0.52255	0.52213	1	10588	0
Irf8	4	0.66764	0.79802	1	16106	2	0.53499	0.53446	1	10826	0
Taf8	4	0.66764	0.79802	1	16107	2	0.78661	0.78645	1	16052	0
Nsmce4a	4	0.66764	0.79802	1	16108	2	0.71413	0.7139	1	14549	0
Mmp7	4	0.66764	0.79802	1	16109	2	0.027434	0.049931	0.972836	1024	1
Alkbh2	4	0.66764	0.79802	1	16110	2	0.032828	0.059056	0.972836	1214	1
3110002H16Rik	4	0.66764	0.79802	1	16111	2	0.074122	0.10037	0.986944	2063	1
Odf2l	4	0.66764	0.79802	1	16112	2	0.43879	0.43844	1	8926	0
Paxbp1	4	0.66764	0.79802	1	16113	2	0.79566	0.79551	1	16267	0
Eepd1	4	0.66764	0.79802	1	16114	2	0.078368	0.10377	0.986944	2137	1
Pnldc1	4	0.66764	0.79802	1	16115	2	0.28638	0.28629	1	5870	1
Rab5a	4	0.66764	0.79802	1	16116	2	0.74313	0.74299	1	15188	0
Gm10696	4	0.66764	0.79802	1	16117	2	0.84922	0.849	1	17380	0
Hebp2	4	0.66764	0.79802	1	16118	2	0.053207	0.083854	0.975808	1731	1
Sigmar1	4	0.66818	0.79843	1	16119	1	0.88391	0.88383	1	18123	0
Vmn1r112	3	0.66881	0.7312	1	16120	1	0.62813	0.62833	1	12799	0
SGR000121773.1_XPR003.1	1	0.66894	0.669	1	16121	0	0.33106	0.33123	1	6745	0
SGR000122066.1_XPR003.1	1	0.67006	0.67011	1	16122	0	0.32994	0.33016	1	6722	0
SGR000122096.1_XPR003.1	1	0.67006	0.67011	1	16123	0	0.32994	0.33016	1	6721	0
SGR000122345.1_XPR003.1	1	0.67006	0.67011	1	16124	0	0.32994	0.33016	1	6723	0
Oma1	4	0.67075	0.80045	1	16125	2	0.36887	0.36839	1	7495	0
Lce1l	4	0.67078	0.80046	1	16126	2	0.73418	0.734	1	14982	0
Mybpc1	4	0.67078	0.80046	1	16127	1	0.80135	0.80122	1	16388	0
1700018F24Rik	4	0.67078	0.80046	1	16128	1	0.53647	0.53599	1	10857	0
Olfr463	4	0.67078	0.80046	1	16129	2	0.29315	0.29284	1	6006	1
Igfbp7	4	0.67078	0.80046	1	16130	1	0.32883	0.32827	1	6700	0
Avpr1b	4	0.67078	0.80046	1	16131	1	0.054979	0.085241	0.977076	1754	1
Dolpp1	4	0.67078	0.80046	1	16132	1	0.7064	0.70623	1	14393	0
Nudt18	4	0.67078	0.80046	1	16133	1	0.50959	0.50908	1	10343	0
Mylk4	4	0.67078	0.80046	1	16134	1	0.027781	0.050529	0.972836	1034	1
Veph1	4	0.67078	0.80046	1	16135	1	0.35408	0.35354	1	7205	0
Cox14	4	0.67078	0.80046	1	16136	1	0.27024	0.2708	1	5547	1
Mark3	4	0.67078	0.80046	1	16137	1	0.36581	0.36531	1	7430	0
Cdc25a	4	0.67078	0.80046	1	16138	1	0.042568	0.075249	0.972836	1547	1
Mrpl4	4	0.67078	0.80046	1	16139	1	0.36768	0.36718	1	7471	0
Tfap2b	4	0.67078	0.80046	1	16140	1	0.041363	0.073313	0.972836	1515	2
Dusp10	4	0.67078	0.80046	1	16141	2	0.54151	0.54102	1	10953	0
Htr7	4	0.67078	0.80046	1	16142	1	0.091349	0.11419	0.989026	2360	1
Sec63	4	0.67078	0.80046	1	16143	1	0.19901	0.20523	1	4216	1
Gkn2	4	0.67078	0.80046	1	16144	1	0.26419	0.26502	1	5428	1
Zfp81	4	0.67078	0.80046	1	16145	1	0.085823	0.10976	0.986944	2265	1
Ninj1	4	0.67078	0.80046	1	16146	1	0.0003052	0.00095432	0.704562	28	3
Gm7073	4	0.67078	0.80046	1	16147	1	0.27256	0.27307	1	5589	1
Med16	4	0.67078	0.80046	1	16148	1	0.80799	0.80783	1	16524	0
Vps26a	4	0.67078	0.80046	1	16149	1	0.37141	0.37094	1	7541	0
Olfr1013	4	0.67078	0.80046	1	16150	1	0.68502	0.68497	1	13945	0
Timm8a1	4	0.67078	0.80046	1	16151	1	0.42751	0.42718	1	8695	0
Olfr1220	4	0.67078	0.80046	1	16152	1	0.16904	0.17897	1	3684	1
Rspo2	4	0.67078	0.80046	1	16153	1	0.36854	0.36807	1	7489	0
Wdr70	4	0.67078	0.80046	1	16154	1	0.77518	0.775	1	15850	0
Apln	4	0.67091	0.80058	1	16155	2	0.42591	0.42555	1	8666	0
Krt20	4	0.67091	0.80058	1	16156	2	0.56012	0.55959	1	11368	0
SGR000121479.1_XPR003.1	1	0.67119	0.67124	1	16157	0	0.32881	0.32901	1	6699	0
Zfp449	4	0.67122	0.80085	1	16158	2	0.53328	0.53276	1	10791	0
SGR000122011.1_XPR003.1	1	0.67129	0.67135	1	16159	0	0.32871	0.3289	1	6696	0
SGR000122306.1_XPR003.1	1	0.67234	0.67241	1	16160	0	0.32766	0.32784	1	6675	0
SGR000122221.1_XPR003.1	1	0.67234	0.67241	1	16161	0	0.32766	0.32784	1	6676	0
SGR000121484.1_XPR003.1	1	0.67234	0.67241	1	16162	0	0.32766	0.32784	1	6677	0
2310022A10Rik	4	0.67421	0.80319	1	16163	1	0.53401	0.5335	1	10807	0
Zfp747	4	0.67445	0.80337	1	16164	2	0.74282	0.74269	1	15176	0
Sox17	4	0.67445	0.80337	1	16165	2	0.45132	0.45099	1	9183	0
Slc25a13	4	0.67445	0.80337	1	16166	2	0.61609	0.61596	1	12553	0
Rfx7	4	0.67445	0.80337	1	16167	2	0.7296	0.72947	1	14867	0
Cpvl	4	0.67445	0.80337	1	16168	2	0.1238	0.14072	0.994909	2900	1
Inhbe	4	0.67445	0.80337	1	16169	2	0.61055	0.61034	1	12428	0
Olfr1436	4	0.67445	0.80337	1	16170	2	0.22325	0.22704	1	4639	1
Hnrnph3	4	0.67445	0.80337	1	16171	2	0.44611	0.44581	1	9073	0
Pet100	4	0.67445	0.80337	1	16172	2	0.409	0.40864	1	8305	0
Rxrg	4	0.67445	0.80337	1	16173	2	0.26788	0.26853	1	5495	1
G3bp1	4	0.67445	0.80337	1	16174	2	0.5087	0.50822	1	10330	0
Taar3	4	0.67445	0.80337	1	16175	2	0.4652	0.46483	1	9457	0
Otogl	4	0.67445	0.80337	1	16176	2	0.038284	0.068196	0.972836	1399	2
Ppil1	4	0.67445	0.80337	1	16177	2	0.75268	0.75258	1	15367	0
Psg27	4	0.67445	0.80337	1	16178	2	0.097646	0.11927	0.993488	2457	1
Ect2	4	0.67445	0.80337	1	16179	2	0.90471	0.90463	1	18601	0
Sstr5	4	0.67445	0.80337	1	16180	2	0.16319	0.17393	0.999507	3587	1
Olfr58	4	0.67445	0.80337	1	16181	2	0.014077	0.027297	0.972836	537	1
Sept-06	4	0.67445	0.80337	1	16182	2	0.092244	0.11492	0.989026	2377	1
Sycp3	4	0.67445	0.80337	1	16183	2	0.90471	0.90463	1	18590	0
Hmgb2	4	0.67445	0.80337	1	16184	2	0.60111	0.6009	1	12232	0
Oasl1	4	0.67445	0.80337	1	16185	2	0.020327	0.038031	0.972836	770	2
Tspan14	4	0.67445	0.80337	1	16186	2	0.30209	0.30162	1	6166	1
Olfr638	4	0.67445	0.80337	1	16187	2	0.79842	0.79829	1	16340	0
Dennd2c	4	0.67445	0.80337	1	16188	2	0.091066	0.11395	0.989026	2354	1
Adam11	4	0.67445	0.80337	1	16189	2	0.44846	0.44811	1	9119	0
Pik3c2b	4	0.67445	0.80337	1	16190	2	0.62247	0.62234	1	12676	0
Arpc3	4	0.67445	0.80337	1	16191	2	0.73833	0.73815	1	15060	0
Pla2g12a	4	0.67445	0.80337	1	16192	2	0.078511	0.10387	0.986944	2139	1
Gm15097	4	0.67445	0.80337	1	16193	2	0.68033	0.6803	1	13851	0
Uqcrc1	4	0.67445	0.80337	1	16194	2	0.73689	0.73668	1	15046	0
Mcmbp	4	0.67445	0.80337	1	16195	2	0.8677	0.86749	1	17820	0
Csrp2bp	4	0.67445	0.80337	1	16196	2	0.66937	0.6693	1	13644	0
Olfr566	4	0.67445	0.80337	1	16197	2	0.36437	0.36385	1	7403	0
Hnrnpul1	4	0.67445	0.80337	1	16198	2	0.89664	0.89655	1	18435	0
Bdkrb2	4	0.67445	0.80337	1	16199	2	0.29186	0.29156	1	5974	1
Tm6sf1	4	0.67445	0.80337	1	16200	2	0.64329	0.64322	1	13108	0
Fpr-rs3	4	0.67445	0.80337	1	16201	2	0.60107	0.60085	1	12231	0
Saraf	4	0.67445	0.80337	1	16202	2	0.71745	0.71727	1	14637	0
Papolg	4	0.67445	0.80337	1	16203	2	0.39234	0.39192	1	7961	0
Mmp19	4	0.67445	0.80337	1	16204	2	0.24237	0.24456	1	5009	1
Nkx2-9	4	0.67445	0.80337	1	16205	2	0.19601	0.20259	1	4167	1
Cetn1	4	0.67445	0.80337	1	16206	2	0.14641	0.15968	0.996025	3301	1
Dlgap3	4	0.67445	0.80337	1	16207	2	0.10097	0.12195	0.993488	2511	1
Bpifb6	4	0.67445	0.80337	1	16208	2	0.49837	0.49797	1	10108	0
Eef1a1	4	0.67445	0.80337	1	16209	2	0.73833	0.73815	1	15079	0
Crip2	4	0.67445	0.80337	1	16210	2	0.037264	0.066554	0.972836	1361	1
Gng4	4	0.67445	0.80337	1	16211	2	0.55691	0.55636	1	11293	0
Cpxcr1	4	0.67445	0.80337	1	16212	2	0.0060368	0.013316	0.972836	250	1
Nfyc	4	0.67445	0.80337	1	16213	2	0.81766	0.81754	1	16753	0
Arhgap33	4	0.67445	0.80337	1	16214	2	0.35841	0.35786	1	7289	0
Kiz	4	0.67445	0.80337	1	16215	2	0.30564	0.3051	1	6233	1
Mb21d2	4	0.67445	0.80337	1	16216	2	0.27188	0.27242	1	5574	1
Gm5591	4	0.67445	0.80337	1	16217	2	0.70729	0.70714	1	14415	0
Ywhab	4	0.67445	0.80337	1	16218	2	0.72371	0.72358	1	14742	0
Clec2h	4	0.67445	0.80337	1	16219	2	0.056798	0.086689	0.977076	1780	1
Ddx50	4	0.67445	0.80337	1	16220	2	0.36531	0.3648	1	7421	0
Gm5150	4	0.67445	0.80337	1	16221	2	0.83383	0.8337	1	17092	0
Kctd1	4	0.67445	0.80337	1	16222	2	0.30745	0.30688	1	6269	1
Dmtn	4	0.67445	0.80337	1	16223	2	0.73171	0.73158	1	14920	0
Slx4ip	4	0.67445	0.80337	1	16224	2	0.15242	0.16474	0.998265	3394	1
Clec4b2	4	0.67445	0.80337	1	16225	2	0.28975	0.28955	1	5938	1
Ubxn10	4	0.67445	0.80337	1	16226	2	0.0046248	0.010849	0.972836	200	1
Cyb561d1	4	0.67445	0.80337	1	16227	2	0.10945	0.12887	0.994266	2656	1
Ranbp6	4	0.67445	0.80337	1	16228	2	0.67262	0.67258	1	13696	0
Nox4	4	0.67445	0.80337	1	16229	2	0.044086	0.076739	0.972836	1583	1
Ifitm3	4	0.67445	0.80337	1	16230	2	0.31932	0.31885	1	6517	0
Casd1	4	0.67445	0.80337	1	16231	2	0.15715	0.16885	0.998265	3483	1
Trappc3	4	0.67445	0.80337	1	16232	2	0.28346	0.28353	1	5808	1
Slc38a2	4	0.67445	0.80337	1	16233	2	0.84007	0.83989	1	17190	0
Vars	4	0.67445	0.80337	1	16234	2	0.70881	0.70863	1	14450	0
SGR000121438.1_XPR003.1	1	0.67489	0.67492	1	16235	0	0.32511	0.3253	1	6626	0
Tubgcp5	4	0.67647	0.80496	1	16236	1	0.22183	0.22572	1	4613	1
Slitrk4	4	0.67647	0.80496	1	16237	1	0.79254	0.79239	1	16170	0
Trf	4	0.67647	0.80496	1	16238	1	0.4452	0.4449	1	9056	0
Cd200r1	4	0.67647	0.80496	1	16239	1	0.29038	0.29015	1	5945	1
Mthfd1	4	0.67647	0.80496	1	16240	1	0.20325	0.20895	1	4287	1
Eif3g	4	0.67647	0.80496	1	16241	1	0.82096	0.82082	1	16780	0
Trnp1	4	0.67647	0.80496	1	16242	1	0.020302	0.037991	0.972836	767	2
Cfi	4	0.67647	0.80496	1	16243	1	0.33439	0.33381	1	6806	0
Tnip1	4	0.67647	0.80496	1	16244	1	0.55149	0.55096	1	11183	0
C2cd5	4	0.67647	0.80496	1	16245	1	0.12173	0.13901	0.994814	2863	1
Magoh	4	0.67647	0.80496	1	16246	1	0.75268	0.75258	1	15370	0
Ackr1	4	0.67647	0.80496	1	16247	1	0.03351	0.060204	0.972836	1239	2
Tex264	4	0.67647	0.80496	1	16248	1	0.89918	0.8991	1	18452	0
Pip4k2a	4	0.67647	0.80496	1	16249	1	0.12182	0.13909	0.994814	2865	1
Tchp	4	0.67647	0.80496	1	16250	2	0.62627	0.62619	1	12769	0
Pold3	4	0.67647	0.80496	1	16251	2	0.91024	0.91014	1	18687	0
Erv3	4	0.67647	0.80496	1	16252	1	0.69692	0.69674	1	14202	0
Rxfp3	4	0.67647	0.80496	1	16253	1	0.024326	0.044749	0.972836	913	2
Cmss1	4	0.67647	0.80496	1	16254	1	0.37984	0.37931	1	7713	0
Kirrel2	4	0.67647	0.80496	1	16255	1	0.38418	0.38367	1	7794	0
Tssk1	4	0.67647	0.80496	1	16256	1	0.66043	0.66031	1	13460	0
Psmd5	4	0.67647	0.80496	1	16257	1	0.58283	0.58248	1	11826	0
Zfp780b	4	0.67647	0.80496	1	16258	1	0.78524	0.78509	1	16038	0
Glt28d2	4	0.67647	0.80496	1	16259	1	0.15009	0.16275	0.998059	3356	1
Gm11711	4	0.67647	0.80496	1	16260	1	0.87945	0.87938	1	18045	0
Dnajc12	4	0.67647	0.80496	1	16261	1	0.28912	0.28894	1	5925	1
Pisd	4	0.67647	0.80496	1	16262	1	0.82704	0.82692	1	16927	0
Ankrd6	4	0.67647	0.80496	1	16263	1	0.67674	0.6767	1	13778	0
Tmem59l	4	0.67647	0.80496	1	16264	1	0.4742	0.47385	1	9631	0
Il1f8	4	0.67647	0.80496	1	16265	1	0.24624	0.2482	1	5075	1
Drc7	4	0.67647	0.80496	1	16266	1	0.42651	0.42614	1	8676	0
Pi4k2b	4	0.67647	0.80496	1	16267	1	0.17684	0.18575	1	3827	1
Olfr1137	4	0.67647	0.80496	1	16268	2	0.38164	0.38115	1	7745	0
Crmp1	4	0.67647	0.80496	1	16269	1	0.80479	0.80464	1	16467	0
Gm21498	4	0.67647	0.80496	1	16270	1	0.8677	0.86749	1	17785	0
Capn3	4	0.67647	0.80496	1	16271	1	0.84612	0.84593	1	17337	0
Lzic	4	0.67647	0.80496	1	16272	2	0.37679	0.37626	1	7653	0
Atp6v0d1	4	0.67647	0.80496	1	16273	1	0.028871	0.052334	0.972836	1078	1
Psmc1	4	0.67647	0.80496	1	16274	1	0.69109	0.69097	1	14086	0
Krt79	4	0.67647	0.80496	1	16275	1	0.27848	0.27874	1	5709	1
Tmem100	4	0.67647	0.80496	1	16276	1	0.52346	0.52307	1	10603	0
Fam161b	4	0.67647	0.80496	1	16277	1	0.32887	0.3283	1	6702	0
Igsf21	4	0.67768	0.80591	1	16278	2	0.42664	0.42629	1	8680	0
Chchd10	4	0.67781	0.80602	1	16279	2	0.50728	0.50683	1	10297	0
Pomt1	4	0.6779	0.80609	1	16280	2	0.59389	0.59364	1	12069	0
Zswim6	4	0.67805	0.80621	1	16281	2	0.1442	0.15783	0.995363	3264	1
Trpm4	4	0.67807	0.80623	1	16282	2	0.87045	0.87025	1	17866	0
Vmn1r172	4	0.67812	0.80627	1	16283	2	0.87945	0.87938	1	18026	0
SGR000122327.1_XPR003.1	1	0.67825	0.6783	1	16284	0	0.32175	0.32183	1	6564	0
SGR000122260.1_XPR003.1	1	0.6783	0.67834	1	16285	0	0.3217	0.32179	1	6562	0
Mcoln1	4	0.67956	0.80737	1	16286	1	0.079796	0.10494	0.986944	2164	1
Vmn2r44	4	0.67961	0.80741	1	16287	1	0.62958	0.62952	1	12836	0
Psmb2	4	0.67967	0.80746	1	16288	0	0.32033	0.31983	1	6538	0
SGR000121984.1_XPR003.1	1	0.67967	0.67968	1	16289	0	0.32033	0.32044	1	6539	0
SGR000122142.1_XPR003.1	1	0.68078	0.68081	1	16290	0	0.31922	0.31934	1	6514	0
Lpar2	4	0.68118	0.8086	1	16291	2	0.026355	0.048144	0.972836	993	2
Vmn2r75	4	0.68118	0.8086	1	16292	2	0.31344	0.31304	1	6391	1
Pde2a	4	0.68118	0.8086	1	16293	2	0.70558	0.7054	1	14371	0
Med28	4	0.68118	0.8086	1	16294	2	0.62742	0.62734	1	12785	0
Klri1	4	0.68118	0.8086	1	16295	2	0.8647	0.86452	1	17734	0
Tnik	4	0.68118	0.8086	1	16296	2	0.53692	0.53644	1	10864	0
Flna	4	0.68118	0.8086	1	16297	2	0.54983	0.54931	1	11139	0
Lpin1	4	0.68118	0.8086	1	16298	2	0.61786	0.61778	1	12585	0
Zwilch	4	0.68118	0.8086	1	16299	2	0.72534	0.72525	1	14793	0
Fam229a	4	0.68118	0.8086	1	16300	2	0.70814	0.70797	1	14436	0
Cct3	4	0.68118	0.8086	1	16301	2	0.75547	0.75539	1	15447	0
Olfr1471	4	0.68118	0.8086	1	16302	2	0.063805	0.092121	0.977076	1904	1
Tmem151b	4	0.68118	0.8086	1	16303	2	0.61187	0.61168	1	12457	0
Oas1e	4	0.68118	0.8086	1	16304	2	0.62962	0.62956	1	12837	0
Lsm5	4	0.68118	0.8086	1	16305	2	0.83047	0.83039	1	16982	0
Crisp3	4	0.68118	0.8086	1	16306	2	0.51368	0.51317	1	10419	0
Tarm1	4	0.68118	0.8086	1	16307	2	0.072688	0.099255	0.986944	2039	1
Adad1	4	0.68118	0.8086	1	16308	2	0.41669	0.41639	1	8467	0
Atp5j	4	0.68118	0.8086	1	16309	2	0.41053	0.41022	1	8335	0
Insrr	4	0.68118	0.8086	1	16310	2	0.22798	0.23134	1	4724	1
Eri2	4	0.68118	0.8086	1	16311	2	0.59715	0.59692	1	12140	0
Slc16a8	4	0.68118	0.8086	1	16312	2	0.78783	0.78768	1	16093	0
Frzb	4	0.68118	0.8086	1	16313	2	0.82398	0.82387	1	16871	0
Trmt10c	4	0.68118	0.8086	1	16314	2	0.23604	0.23869	1	4883	1
Gal	4	0.68118	0.8086	1	16315	2	0.36409	0.36358	1	7397	0
Tas1r3	4	0.68118	0.8086	1	16316	2	0.027798	0.05056	0.972836	1035	2
Nelfb	4	0.68118	0.8086	1	16317	2	0.76352	0.76334	1	15622	0
Rhox3e	4	0.68118	0.8086	1	16318	2	0.0011893	0.0033702	0.972836	64	1
Sox10	4	0.68118	0.8086	1	16319	2	0.73833	0.73815	1	15072	0
Glod4	4	0.68118	0.8086	1	16320	2	0.66229	0.66217	1	13493	0
Whamm	4	0.68118	0.8086	1	16321	2	0.43762	0.43727	1	8906	0
Gm15299	4	0.68118	0.8086	1	16322	2	0.21843	0.22268	1	4555	1
Rogdi	4	0.68118	0.8086	1	16323	2	0.70819	0.70802	1	14437	0
Gm5941	4	0.68118	0.8086	1	16324	2	0.8647	0.86452	1	17710	0
Clcn5	4	0.68118	0.8086	1	16325	2	0.68936	0.68924	1	14041	0
Gm15085	4	0.68118	0.8086	1	16326	2	0.76797	0.76784	1	15691	0
Nus1	4	0.68118	0.8086	1	16327	2	0.69109	0.69097	1	14080	0
Npy	4	0.68118	0.8086	1	16328	2	0.29553	0.29513	1	6051	1
Ubr4	4	0.68118	0.8086	1	16329	2	0.87045	0.87025	1	17838	0
Rhox6	4	0.68118	0.8086	1	16330	2	0.15995	0.17117	0.998265	3529	1
Olfr493	4	0.68118	0.8086	1	16331	2	0.23058	0.23373	1	4774	1
Zmynd15	4	0.68118	0.8086	1	16332	2	0.84007	0.83989	1	17226	0
A730017C20Rik	4	0.68118	0.8086	1	16333	2	0.39192	0.39151	1	7957	0
Vmn2r97	4	0.68118	0.8086	1	16334	2	0.45522	0.45491	1	9260	0
Slc17a7	4	0.68118	0.8086	1	16335	2	0.49407	0.49369	1	10026	0
Oip5	4	0.68118	0.8086	1	16336	2	0.8647	0.86452	1	17746	0
Suclg1	4	0.68118	0.8086	1	16337	2	0.73397	0.73381	1	14976	0
4930523C07Rik	4	0.68118	0.8086	1	16338	2	0.2527	0.25422	1	5193	1
Pfdn5	4	0.68118	0.8086	1	16339	2	0.40329	0.40303	1	8197	0
Arhgap31	4	0.68118	0.8086	1	16340	2	0.62449	0.62442	1	12721	0
